id,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,game_engines,game_modes,player_perspectives
POSTAL 2,"101,398","3,459","104,857",95.26%,main_game,1050278400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Adventure', 'Indie']",59.25,4.0,['Unreal Engine 2'],['Single player'],['First person']
Ravenfield,"67,368","2,160","69,528",95.26%,main_game,1495065600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Indie']",,,,['Single player'],['First person']
Broforce,"55,828","1,738","57,566",95.25%,main_game,1444867200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Indie', 'Arcade']",72.0,10.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Dishonored RHCP,"13,313",275,"13,588",95.24%,main_game,,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']",,,,,['Single player'],['First person']
Wobbledogs,"10,465",193,"10,658",95.23%,main_game,1611792000,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Simulator', 'Indie']",25.0,2.0,,['Single player'],['Third person']
Persona 5 Royal,"79,278","2,646","81,924",95.22%,main_game,1585612800,"['PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure']",,,,['Single player'],['Third person']
Iron Snout,"16,902",390,"17,292",95.21%,main_game,1451606400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Fighting', 'Indie', 'Arcade']",,,,['Single player'],
Before Your Eyes,"14,495",315,"14,810",95.21%,main_game,692496000,"['PC (Microsoft Windows)', 'PC-9800 Series', 'DOS', 'FM Towns', 'Amiga', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Role-playing (RPG)']",,,,['Single player'],['First person']
20 Small Mazes,"5,742",70,"5,812",95.20%,main_game,1708041600,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",,,['Godot Engine'],['Single player'],
A Castle Full of Cats,"3,604",22,"3,626",95.20%,main_game,1667952000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",,,['Godot'],['Single player'],['Side view']
Half-Life,"128,889","4,653","133,542",95.18%,mod,1545696000,['PC (Microsoft Windows)'],['Shooter'],,,['Source'],['Single player'],['First person']
Just Shapes & Beats,"19,769",489,"20,258",95.18%,main_game,1527724800,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Music', 'Indie', 'Arcade']",85.0,2.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
INSIDE,"60,440","1,959","62,399",95.17%,main_game,1598400000,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",,,,['Single player'],['Text']
The Case of the Golden Idol,"6,942",103,"7,045",95.17%,main_game,1665619200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",89.0,3.0,['Godot'],['Single player'],['Side view']
Paper Lily - Chapter 1,"4,251",37,"4,288",95.17%,main_game,1706227200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,"['RPG Maker', 'Godot']",['Single player'],['Bird view / Isometric']
Cookie Clicker,"67,831","2,250","70,081",95.16%,port,1395360000,['Nintendo Entertainment System'],['Point-and-click'],,,,,
Half-Life 2: Episode Two,"40,318","1,218","41,536",95.15%,standalone_expansion,1191888000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Mac']","['Shooter', 'Puzzle']",70.0,2.0,['Source'],['Single player'],['First person']
星空列车与白的旅行,"4,284",39,"4,323",95.15%,main_game,1620950400,['PC (Microsoft Windows)'],['Adventure'],,,,,
Juice Galaxy,"5,903",79,"5,982",95.13%,main_game,1584921600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",,,['Blender Game Engine'],['Single player'],['Third person']
An Arcade Full of Cats,"6,030",83,"6,113",95.12%,main_game,1700092800,"['PC (Microsoft Windows)', 'Linux']","['Puzzle', 'Indie']",,,['Godot'],['Single player'],"['Bird view / Isometric', 'Side view']"
Phasmophobia,"682,051","29,094","711,145",95.11%,main_game,1600387200,"['PC (Microsoft Windows)', 'SteamVR', 'Oculus Rift', 'Windows Mixed Reality', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation VR2']","['Puzzle', 'Tactical', 'Indie']",,,['Unity 2019'],"['Single player', 'Multiplayer', 'Co-operative']","['First person', 'Auditory', 'Virtual Reality']"
Stronghold Crusader HD,"18,000",445,"18,445",95.11%,remaster,1382313600,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']",,,,"['Single player', 'Multiplayer']",['Bird view / Isometric']
Cuphead,"163,922","6,255","170,177",95.09%,main_game,1506643200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Adventure', 'Indie', 'Arcade']",86.88235294117646,21.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']","['Bird view / Isometric', 'Side view']"
Gorogoa,"16,353",395,"16,748",95.09%,main_game,1513123200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",82.14285714285714,12.0,['Unity 2018'],['Single player'],['Side view']
Outlast,"114,638","4,212","118,850",95.08%,main_game,1378252800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie']",77.18181818181819,13.0,['Unreal Engine 3'],['Single player'],['First person']
DUSK,"21,762",579,"22,341",95.08%,main_game,1645660800,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",60.0,2.0,,['Single player'],['Third person']
Counter-Strike: Source,"168,403","6,484","174,887",95.07%,remake,1099267200,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Shooter'],90.0,3.0,['Source'],['Multiplayer'],['First person']
shapez 2,"7,291",120,"7,411",95.07%,main_game,1723680000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",90.0,1.0,['Unity'],['Single player'],['Bird view / Isometric']
A Date with Death,"6,885",109,"6,994",95.07%,main_game,1701907200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Indie', 'Visual Novel']",,,,['Single player'],['Text']
Patrick's Parabox,"3,588",27,"3,615",95.07%,main_game,1648512000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Linux', 'Mac', 'Nintendo Switch']","['Puzzle', 'Strategy', 'Adventure', 'Indie', 'Arcade']",,,['Unity'],['Single player'],['Bird view / Isometric']
"Please, Touch The Artwork 2","3,301",21,"3,322",95.07%,main_game,1708300800,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,['Unity3D'],['Single player'],['Side view']
Lil Gator Game,"4,237",42,"4,279",95.06%,main_game,1670976000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie']",70.0,1.0,['Unity'],['Single player'],['Third person']
Keep Talking and Nobody Explodes,"13,703",316,"14,019",95.05%,main_game,1437004800,"['PC (Microsoft Windows)', 'SteamVR', 'Gear VR', 'Oculus Quest', 'Oculus Rift', 'Windows Mixed Reality', 'Daydream', 'Meta Quest 2', 'PlayStation VR', 'PlayStation 4']","['Puzzle', 'Simulator', 'Indie']",84.33333333333333,6.0,['Unity'],"['Multiplayer', 'Co-operative']","['First person', 'Virtual Reality']"
Kind Words,"8,655",161,"8,816",95.05%,main_game,1568246400,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Indie'],90.0,1.0,,"['Single player', 'Multiplayer', 'Co-operative']",
Purrgatory,"4,172",41,"4,213",95.05%,main_game,1626998400,"['PC (Microsoft Windows)', 'Web browser']","['Point-and-click', 'Adventure', 'Indie', 'Visual Novel']",,,['Godot'],['Single player'],"['First person', 'Text']"
Blade & Sorcery,"51,501","1,697","53,198",95.04%,main_game,1554336000,"['SteamVR', 'Oculus VR', 'Oculus Rift']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",,,,['Single player'],
STEINS;GATE,"17,103",433,"17,536",95.02%,main_game,1473379200,['PC (Microsoft Windows)'],['Adventure'],,,,['Single player'],['Text']
Tomb Raider,"227,552","9,183","236,735",95.01%,main_game,1056067200,"['PlayStation 2', 'PC (Microsoft Windows)', 'Mac']","['Shooter', 'Adventure']",61.5,4.0,,['Single player'],['Third person']
Tales of the Black Forest,"12,576",287,"12,863",95.00%,main_game,753753600,"['Game Boy', 'Mega Duck/Cougar Boy']",[],,,,,
Fallout: New Vegas,"208,866","8,442","217,308",94.97%,main_game,1287446400,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Shooter', 'Role-playing (RPG)']",81.9,13.0,['Gamebryo'],['Single player'],"['First person', 'Third person']"
Sid Meier's Civilization V,"191,892","7,711","199,603",94.97%,main_game,1285027200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Turn-based strategy (TBS)']",86.6,8.0,['Firaxis LORE'],"['Single player', 'Multiplayer']",['Bird view / Isometric']
Touhou Luna Nights,"13,196",314,"13,510",94.95%,main_game,1551052800,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",88.0,1.0,,['Single player'],['Side view']
CULTIC,"6,137",97,"6,234",94.95%,main_game,1665619200,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",,,,['Single player'],['First person']
Epic Battle Fantasy 5,"5,165",71,"5,236",94.95%,main_game,1543536000,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Web browser', 'Mac']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",,,,['Single player'],"['Bird view / Isometric', 'Side view']"
Life is Strange™,"159,921","6,357","166,278",94.94%,main_game,1537920000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']",['Adventure'],81.75,8.0,['Unreal Engine'],['Single player'],['Third person']
GRIS,"71,367","2,567","73,934",94.94%,main_game,1544659200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",81.25,14.0,['Unity'],['Single player'],['Side view']
The Murder of Sonic the Hedgehog,"21,121",590,"21,711",94.94%,main_game,1680220800,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Simulator', 'Indie', 'Visual Novel']",,,['Unity 2021'],['Single player'],"['Bird view / Isometric', 'Text']"
The Textorcist: The Story of Ray Bibbia,"4,469",54,"4,523",94.93%,main_game,1610622302,"['PC (Microsoft Windows)', 'Mac']",,,,,,
I Wani Hug that Gator!,"3,205",24,"3,229",94.93%,main_game,1707868800,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Indie', 'Visual Novel']",,,"[""Ren'Py"", ""Ren'Py Visual Novel Engine""]",['Single player'],"['Side view', 'Text']"
Ib,"3,811",39,"3,850",94.91%,remake,1649635200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",90.0,1.0,,['Single player'],['Bird view / Isometric']
A Building Full of Cats,"3,695",36,"3,731",94.91%,main_game,1657152000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",,,['Godot'],['Single player'],['Side view']
Webbed,"12,769",307,"13,076",94.90%,main_game,1631145600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",,,['GameMaker Studio 2'],['Single player'],['Side view']
东北之夏,"11,654",271,"11,925",94.90%,main_game,1673222400,['PC (Microsoft Windows)'],['Visual Novel'],,,,,
God of War,"137,047","5,455","142,502",94.88%,main_game,1524182400,"['PC (Microsoft Windows)', 'PlayStation 4']","['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",96.23076923076924,30.0,,['Single player'],['Third person']
Trombone Champ,"9,010",189,"9,199",94.87%,main_game,1663200000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Music', 'Indie']",,,['Unity'],"['Single player', 'Multiplayer']",['Side view']
Tactical Breach Wizards,"5,463",84,"5,547",94.87%,main_game,1724284800,['PC (Microsoft Windows)'],"['Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie']",84.33333333333333,3.0,['Unity'],['Single player'],['Bird view / Isometric']
Riddle Joker,"5,398",85,"5,483",94.82%,main_game,1522368000,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",,,,['Single player'],
Slay the Princess,"14,640",386,"15,026",94.81%,main_game,1698019200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Point-and-click', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,"[""Ren'Py Visual Novel Engine""]",['Single player'],['First person']
Virtual Cottage,"9,478",210,"9,688",94.81%,main_game,1602028800,"['PC (Microsoft Windows)', 'Mac']",['Indie'],,,,['Single player'],"['Bird view / Isometric', 'Text']"
Cube Escape Collection,"6,087",106,"6,193",94.80%,bundle,1602633600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['First person']
The Hungry Lamb: Traveling in the Late Ming Dynasty,"36,399","1,221","37,620",94.79%,main_game,1713744000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",,,,['Single player'],
Sally Face - Episode One,,,,,,,,,,,,,
Gunpoint,"12,620",319,"12,939",94.79%,main_game,1370217600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Strategy', 'Adventure', 'Indie']",87.5,5.0,['GameMaker'],['Single player'],['Side view']
To the Moon,"74,228","2,822","77,050",94.77%,main_game,780537600,"[""Terebikko / See 'n Say Video Phone""]","['Quiz/Trivia', 'Adventure']",,,,['Single player'],['Auditory']
山河旅探 Murders on the Yangtze River,"13,065",336,"13,401",94.77%,main_game,1706659200,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",,,['Unity'],['Single player'],
100 hidden frogs,"5,767",99,"5,866",94.77%,main_game,1636934400,['PC (Microsoft Windows)'],"['Point-and-click', 'Adventure', 'Indie']",,,,['Single player'],
Castle Crashers,"113,583","4,570","118,153",94.76%,main_game,1219795200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Mac']","['Puzzle', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",78.75,4.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Don't Starve Together,"448,018","20,395","468,413",94.75%,standalone_expansion,1461196800,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Adventure', 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
The Expendabros,"17,604",503,"18,107",94.75%,standalone_expansion,1407110400,"['PC (Microsoft Windows)', 'Mac']","['Shooter', 'Platform', 'Adventure', 'Indie']",80.0,1.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Outcore,"13,030",339,"13,369",94.75%,main_game,1664150400,['PC (Microsoft Windows)'],"['Platform', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,['Unity'],['Single player'],"['Side view', 'Text']"
Clone Drone in the Danger Zone,"28,763",936,"29,699",94.74%,main_game,1489622400,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Fighting', 'Shooter', 'Simulator', ""Hack and slash/Beat 'em up"", 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative']",
Lost in Play,"5,802",102,"5,904",94.74%,main_game,1660089600,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",90.0,1.0,,['Single player'],['Side view']
Divinity: Original Sin 2,"175,527","7,482","183,009",94.72%,main_game,1505347200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Android', 'iOS', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)']",,,,"['Single player', 'Multiplayer', 'Co-operative']",
"Hot Dogs, Horseshoes & Hand Grenades","20,132",605,"20,737",94.72%,main_game,1459814400,['SteamVR'],"['Shooter', 'Simulator', 'Indie']",,,,['Single player'],['Virtual Reality']
Eternal Senia,"11,602",292,"11,894",94.72%,main_game,1434585600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,['RPG Maker VX Ace'],['Single player'],['Bird view / Isometric']
West of Loathing,"9,148",209,"9,357",94.72%,main_game,1502323200,"['PC (Microsoft Windows)', 'Google Stadia', 'Linux', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure', 'Indie']",82.0,6.0,,['Single player'],
Underground Blossom,"5,501",94,"5,595",94.72%,main_game,1695772800,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Milk inside a bag of milk inside a bag of milk,"25,671",823,"26,494",94.71%,main_game,1598400000,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",,,,['Single player'],['Text']
Fran Bow,"16,768",482,"17,250",94.70%,main_game,1440633600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie', 'Arcade']",75.0,1.0,,['Single player'],['Side view']
The Last Campfire,"10,615",261,"10,876",94.70%,main_game,1598486400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'iOS', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",88.0,2.0,['In-house engine'],['Single player'],['Third person']
Gravitas,"6,552",129,"6,681",94.68%,main_game,1566604800,['PC (Microsoft Windows)'],['Puzzle'],,,,,
Milk outside a bag of milk outside a bag of milk,"15,424",438,"15,862",94.67%,main_game,1639612800,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",,,['renpy'],['Single player'],['Text']
The Forest,"533,430","25,086","558,516",94.66%,main_game,1526428800,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",60.0,1.0,,['Single player'],
Summer Pockets,"3,564",43,"3,607",94.66%,main_game,1530230400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Adventure', 'Visual Novel']",,,['Siglus'],['Single player'],"['First person', 'Text']"
LIZARDS MUST DIE,"24,423",790,"25,213",94.65%,main_game,1695772800,['PC (Microsoft Windows)'],"[""Hack and slash/Beat 'em up"", 'Indie']",,,,['Single player'],['Third person']
Wobbly Life,"22,165",700,"22,865",94.65%,main_game,1594252800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Batman: Arkham Asylum GOTY Edition,,,,,,,,,,,,,
Duck Game,"36,572","1,290","37,862",94.64%,main_game,1399939200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Ouya', 'Nintendo Switch']","['Shooter', 'Platform', 'Indie', 'Arcade']",83.25,4.0,,"['Single player', 'Multiplayer']",['Side view']
