id,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,game,aggregated_rating,aggregated_rating_count,game_engines,game_modes,player_perspectives
148,"14,753",665,"15,418",93.18%,main_game,1108598400,"['PC (Microsoft Windows)', 'Xbox', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Tactical', 'Adventure']",STAR WARS™ Republic Commando,80.8,6.0,['Unreal Engine 2'],"['Single player', 'Multiplayer']",['First person']
283034,"1,911",37,"1,948",93.18%,main_game,1707696000,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Indie']",100 Ninja Cats,,,,['Single player'],['Side view']
,,,,,,,,,"NEEDY GIRL OVERDOSE ",,,,,
199912,"17,971",843,"18,814",93.17%,main_game,844128000,['PC (Microsoft Windows)'],[],Roboquest,,,,,
7585,"10,587",446,"11,033",93.17%,main_game,1560211200,"['PC (Microsoft Windows)', 'SteamVR']","['Simulator', 'Indie']",SpaceEngine,,,,['Single player'],['Virtual Reality']
103320,"9,978",416,"10,394",93.16%,main_game,1627430400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",The Forgotten City,90.0,6.0,['Unreal Engine 4'],['Single player'],['First person']
133836,"2,137",46,"2,183",93.16%,main_game,1587686400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",Swallow the Sea,,,['Unity'],['Single player'],['Side view']
15862,"4,128",130,"4,258",93.15%,remaster,1458518400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Xbox One', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",Day of the Tentacle Remastered,84.54545454545455,12.0,,['Single player'],['Side view']
26653,"25,469","1,272","26,741",93.14%,main_game,1419811200,"['PC (Microsoft Windows)', 'OOParts', 'PlayStation 4', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",NEKOPARA Vol. 1,,,['KiriKiri'],['Single player'],['Text']
127031,"6,288",232,"6,520",93.14%,main_game,1631232000,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",The Rewinder,,,,['Single player'],['Side view']
126450,"10,602",452,"11,054",93.13%,main_game,1632960000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",Impostor Factory,,,['RPG Maker XP'],['Single player'],['Bird view / Isometric']
193466,"1,188",13,"1,201",93.13%,main_game,1647216000,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Card & Board Game']",Sudocats,,,,['Single player'],['Bird view / Isometric']
145341,"29,957","1,539","31,496",93.12%,main_game,1617235200,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One']","['Fighting', 'Indie', 'Arcade']",ROUNDS,,,['Unity 2019'],['Multiplayer'],['Side view']
151353,"19,748",952,"20,700",93.12%,main_game,1659571200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie']",PlateUp!,,,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
130243,"14,349",654,"15,003",93.12%,main_game,1651795200,['PC (Microsoft Windows)'],"['Racing', 'Simulator', 'Indie']",Retrowave,,,,['Single player'],"['First person', 'Third person']"
33733,"5,931",216,"6,147",93.12%,main_game,1453420800,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Indie'],Bit Blaster XL,,,,['Single player'],
8492,"13,654",618,"14,272",93.11%,main_game,1418601600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",LISA,,,,['Single player'],['Side view']
2355,"7,579",298,"7,877",93.11%,main_game,1317772800,"['PC (Microsoft Windows)', 'Xbox 360']","['Shooter', 'Strategy', 'Indie']",Orcs Must Die!,86.25,5.0,,['Single player'],"['First person', 'Third person']"
26700,"6,090",225,"6,315",93.10%,main_game,1449100800,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",Raging Loop,,,,['Single player'],"['Side view', 'Text']"
20472,"4,469",148,"4,617",93.10%,main_game,1467676800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Puzzle', 'Indie']",klocki,,,['Unity'],['Single player'],
210515,"5,456",195,"5,651",93.09%,remake,1695600000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Nintendo Switch']",['Role-playing (RPG)'],WitchSpring R,81.0,3.0,['Unity'],['Single player'],['Bird view / Isometric']
220535,"1,555",26,"1,581",93.09%,main_game,1726790400,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",Just a To the Moon Series Beach Episode,,,['RPG Maker XP'],['Single player'],['Bird view / Isometric']
275525,"1,468",23,"1,491",93.09%,main_game,1701043200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie', 'Card & Board Game']",Cats and Seek: Osaka,,,,['Single player'],['First person']
120816,"2,586",66,"2,652",93.08%,main_game,1646784000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",Will You Snail?,,,['Game Maker Studio'],['Single player'],['Side view']
294661,"96,872","5,689","102,561",93.07%,main_game,1711929600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",Content Warning,,,,"['Multiplayer', 'Co-operative']",['First person']
88940,"3,774",118,"3,892",93.07%,main_game,1250380800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Music', 'Indie']",Incredibox,,,,['Single player'],
,,,,,,,,,"Tails Noir: Prologue ",,,,,
232,"22,170","1,111","23,281",93.04%,standalone_expansion,942192000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Platform', 'Puzzle']",Half-Life: Opposing Force,70.0,1.0,['GoldSrc'],"['Single player', 'Multiplayer']",['First person']
71229,"4,378",147,"4,525",93.04%,main_game,883526400,['PC (Microsoft Windows)'],['Adventure'],Pilgrims,,,,,
6341,"25,233","1,290","26,523",93.03%,main_game,1670284800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",Dwarf Fortress,84.0,0.0,['OpenGL'],['Single player'],"['Bird view / Isometric', 'Text']"
2990,"14,525",679,"15,204",93.03%,main_game,1255651200,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",Machinarium,87.5,3.0,['Adobe Flash Player'],['Single player'],['Side view']
98469,"2,497",64,"2,561",93.03%,main_game,1592784000,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Indie']",Hylics 2,,,['RPG Maker'],['Single player'],
314649,"2,181",51,"2,232",93.03%,main_game,1723507200,['PC (Microsoft Windows)'],['Indie'],Nodebuster,,,['Godot Engine'],['Single player'],
36977,"8,035",330,"8,365",93.02%,main_game,1496188800,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",DEEP SPACE WAIFU,,,,['Single player'],['Bird view / Isometric']
123861,"4,923",174,"5,097",93.02%,main_game,1600646400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Indie']",Songs of Syx,,,,['Single player'],['Bird view / Isometric']
143639,"3,700",117,"3,817",93.02%,main_game,1686182400,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",Voidigo,,,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
120606,"3,341",101,"3,442",93.01%,main_game,1565827200,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",Fluffy Store,,,,['Single player'],['First person']
129389,"2,142",50,"2,192",93.01%,main_game,1581292800,['PC (Microsoft Windows)'],['Visual Novel'],Sakuya Izayoi Gives You Advice And Dabs,,,,['Single player'],"['First person', 'Text']"
,,,,,,,,,"Mafia II (Classic) ",,,,,
468,"15,647",747,"16,394",93.00%,expansion,1204588800,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Strategy']","Warhammer 40,000: Dawn of War - Soulstorm",80.0,3.0,,"['Single player', 'Multiplayer']",['Bird view / Isometric']
56109,"12,140",551,"12,691",93.00%,main_game,1723420800,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Arcade']",Nova Drift,0.0,1.0,['Solar2D / Corona SDK'],['Single player'],
138375,"4,314",146,"4,460",93.00%,main_game,1602720000,"['PC (Microsoft Windows)', 'Amazon Fire TV', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS']","['Puzzle', 'Strategy', 'Quiz/Trivia', 'Indie']",The Jackbox Party Pack 7,77.8,5.0,,"['Single player', 'Multiplayer', 'Co-operative']",
149666,"1,101",12,"1,113",93.00%,main_game,1697155200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",Submachine: Legacy,,,,['Single player'],['Side view']
19456,"52,754","2,981","55,735",92.99%,expanded_game,1457654400,"['PC (Microsoft Windows)', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure']",Ori and the Blind Forest,86.28571428571429,7.0,['Unity'],['Single player'],['Side view']
9146,"6,641",261,"6,902",92.99%,expanded_game,1348099200,"['PC (Microsoft Windows)', 'PlayStation Vita', 'Arcade', 'Nintendo Switch']","['Fighting', 'Arcade']",GUILTY GEAR XX ACCENT CORE PLUS R,0.0,2.0,,"['Single player', 'Multiplayer']",['Side view']
281275,"30,373","1,612","31,985",92.98%,main_game,1703721600,"['PC (Microsoft Windows)', 'Linux']","['Simulator', 'Strategy', 'Indie']",Buckshot Roulette,80.0,1.0,['Godot Engine'],['Single player'],['First person']
126381,"25,322","1,312","26,634",92.98%,main_game,1631664000,"['PC (Microsoft Windows)', 'Mac']","['Simulator', 'Strategy', 'Indie']",Timberborn,,,,['Single player'],['Bird view / Isometric']
274543,"5,594",209,"5,803",92.98%,main_game,1702512000,['PC (Microsoft Windows)'],"['Simulator', 'Strategy', 'Indie']",(the) Gnorp Apologue,,,,['Single player'],['Side view']
,,,,,,,,,"像素女友 ",,,,,
,,,,,,,,,"LEGO® MARVEL Super Heroes ",,,,,
79864,"9,904",434,"10,338",92.97%,main_game,1698883200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Puzzle', 'Adventure', 'Indie']",The Talos Principle 2,90.16666666666667,9.0,['Unreal Engine 5'],['Single player'],"['First person', 'Third person']"
25259,"5,048",183,"5,231",92.97%,main_game,1477267200,"['PC (Microsoft Windows)', 'Web browser']",['Indie'],We Become What We Behold,,,['PixiJS'],['Single player'],['Bird view / Isometric']
130094,"3,325",102,"3,427",92.97%,main_game,1578614400,['PC (Microsoft Windows)'],['Indie'],Coloring Game 2,,,,['Single player'],
21453,"73,322","4,297","77,619",92.96%,main_game,1477267200,['PC (Microsoft Windows)'],"['Racing', 'Simulator', 'Sport', 'Indie']",My Summer Car,,,['Unity 2017'],['Single player'],['First person']
151561,"25,141","1,306","26,447",92.96%,port,1627516800,['Nintendo Switch'],"['Shooter', 'Arcade']",Against the Storm,,,,['Single player'],
2130,"17,544",862,"18,406",92.96%,main_game,1344988800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox 360', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",Dust: An Elysian Tail,82.0,10.0,,['Single player'],['Side view']
9707,"10,409",464,"10,873",92.95%,main_game,1432598400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Music', 'Puzzle', 'Indie']",Audiosurf,,,['Unity 5'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
249084,"6,597",262,"6,859",92.95%,main_game,1706054400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Fighting', 'Platform', 'Adventure', 'Indie', 'Arcade']",Anomaly Agent,80.0,1.0,['Unity'],['Single player'],['Side view']
9809,"4,366",151,"4,517",92.95%,main_game,1395878400,['PC (Microsoft Windows)'],"['Puzzle', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Indie']",Creeper World 3: Arc Eternal,,,,['Single player'],
222635,"5,558",210,"5,768",92.94%,main_game,1369267200,['PlayStation Portable'],['Visual Novel'],Rakuen,,,,['Single player'],['Text']
,,,,,,,,,"我的小鲨鱼 ",,,,,
143882,"4,267",148,"4,415",92.92%,main_game,1696464000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",Bang-On Balls: Chronicles,80.0,4.0,['unreal 4'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
1011,"269,198","17,453","286,651",92.91%,main_game,1347926400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Role-playing (RPG)']",Borderlands 2,80.70588235294117,18.0,['Unreal Engine'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['First person']
282721,"2,600",72,"2,672",92.91%,main_game,1705795200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Arcade']",100 Capitalist Cats,,,,['Single player'],['Side view']
238690,"1,626",32,"1,658",92.91%,main_game,1698278400,['PC (Microsoft Windows)'],"['Platform', 'Adventure', 'Indie']",Peaks of Yore,,,['Unity3D'],['Single player'],
12524,"6,809",277,"7,086",92.90%,main_game,1198195200,"['PC (Microsoft Windows)', 'Linux']","['Role-playing (RPG)', 'Simulator', 'Indie']",Recettear: An Item Shop's Tale,76.0,2.0,,['Single player'],"['Bird view / Isometric', 'Text']"
,,,,,,,,,"STEINS;GATE 0 ",,,,,
27167,"1,060",12,"1,072",92.90%,main_game,1187308800,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",東方風神録 〜 Mountain of Faith.,,,,['Single player'],['Bird view / Isometric']
26401,"49,643","2,844","52,487",92.89%,main_game,1510876800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Shooter', 'Adventure']","Star Wars: Battlefront 2 (Classic, 2005)",71.82352941176471,23.0,['Frostbite'],"['Single player', 'Multiplayer', 'Co-operative']","['First person', 'Third person']"
119504,"16,349",807,"17,156",92.89%,main_game,1560902400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",Monster Girl Island: Prologue,,,['Unity'],['Single player'],['First person']
161382,"1,055",12,"1,067",92.89%,main_game,1608768000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",像素男友,,,,['Single player'],
165179,"2,667",76,"2,743",92.87%,main_game,1629244800,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",Northern Journey,,,['unreal 4'],['Single player'],['First person']
180149,"1,933",45,"1,978",92.87%,main_game,1709769600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Music', 'Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",Snufkin: Melody of Moominvalley,85.0,3.0,['Unity'],['Single player'],"['Third person', 'Bird view / Isometric', 'Text']"
62,"2,478",68,"2,546",92.86%,main_game,878256000,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",The Curse of Monkey Island,,,['SCUMM'],['Single player'],['Side view']
144093,"1,705",36,"1,741",92.86%,main_game,1620000000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",東方虹龍洞 ～ Unconnected Marketeers.,,,,['Single player'],['Side view']
,,,,,,,,,"9-nine-:Episode 2 ",,,,,
197011,"4,811",178,"4,989",92.85%,main_game,1659657600,['PC (Microsoft Windows)'],['Indie'],Boneraiser Minions,,,,['Single player'],['Bird view / Isometric']
244493,"1,070",13,"1,083",92.85%,main_game,1695600000,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",Cats Hidden in Bali,,,,['Single player'],['Side view']
162702,"1,968",47,"2,015",92.84%,dlc_addon,1627430400,['PC (Microsoft Windows)'],['Simulator'],Railroader,,,,['Single player'],"['First person', 'Third person']"
281011,"1,036",12,"1,048",92.84%,main_game,1703289600,"['PC (Microsoft Windows)', 'Web browser', 'Mac']","['Puzzle', 'Simulator', 'Indie']",last seen online,,,"['Custom HTML5, JavaScript, CSS']",['Single player'],"['First person', 'Text']"
18011,"8,118",352,"8,470",92.83%,main_game,1450051200,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",Rusty Lake Hotel,,,,['Single player'],['First person']
75245,"3,123",98,"3,221",92.83%,main_game,1575936000,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Music', 'Indie', 'Arcade']",AVICII Invector,81.0,3.0,,"['Single player', 'Multiplayer', 'Split screen']",['Third person']
320,"40,224","2,287","42,511",92.82%,main_game,1174348800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Shooter', 'Role-playing (RPG)']",S.T.A.L.K.E.R.: Shadow of Chernobyl,80.0,4.0,['X-ray Engine'],"['Single player', 'Multiplayer']",['First person']
,,,,,,,,,"STAR WARS™ Battlefront (Classic 2004) ",,,,,
120017,"2,876",87,"2,963",92.82%,main_game,1563753600,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Visual Novel']",Dream Ending,,,,['Single player'],['First person']
,,,,,,,,,"東方紺珠伝 ～ Legacy of Lunatic Kingdom. ",,,,,
149805,"1,001",11,"1,012",92.82%,main_game,1577750400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Shooter', 'Indie', 'Arcade']",Angel at Dusk,,,,['Single player'],['Bird view / Isometric']
142604,"69,212","4,162","73,374",92.81%,expansion,1609113600,['Xbox One'],['Simulator'],Farming Simulator 19,,,,"['Single player', 'Multiplayer']",
126489,"34,563","1,935","36,498",92.81%,main_game,1538438400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS']","['Role-playing (RPG)', 'Simulator', 'Indie']",WorldBox - God Simulator,,,['Unity'],['Single player'],['Bird view / Isometric']
138353,"7,213",305,"7,518",92.81%,main_game,1654732800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Arcade']",POSTAL Brain Damaged,,,,['Single player'],['First person']
202091,"6,457",265,"6,722",92.81%,port,1278460800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Nintendo DS', 'Xbox 360', 'Legacy Mobile Device', 'Web browser']",[],Bejeweled 3,,,,['Single player'],
216657,"2,117",54,"2,171",92.81%,main_game,1671148800,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",Insomnia: Theater in the Head,,,['Unity'],['Single player'],"['Bird view / Isometric', 'Side view']"
,,,,,,,,,"I MAED A GAM3 W1TH Z0MB1ES 1NIT!!!1 ",,,,,
7601,"49,660","2,902","52,562",92.79%,remake,1442534400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",Plague Inc: Evolved,80.0,3.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']","['Bird view / Isometric', 'Text']"
22726,"3,662",125,"3,787",92.79%,main_game,1437350400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator', 'Indie']",TIS-100,,,['Unity'],['Single player'],['Text']
199783,"2,292",62,"2,354",92.79%,main_game,1552867200,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,,,,['Single player'],['Bird view / Isometric']
151665,"300,917","20,089","321,006",92.78%,main_game,1705622400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Xbox One', 'Mac']","['Shooter', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",Palworld,,,['Unreal Engine 5'],"['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",['Third person']
86750,"4,404",162,"4,566",92.78%,main_game,1519603200,"['PC (Microsoft Windows)', 'Mac']","['Simulator', 'Indie']",Meteor 60 Seconds!,,,,['Single player'],
185849,"1,535",31,"1,566",92.78%,main_game,1639699200,"['PC (Microsoft Windows)', 'Linux']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",Brutal Orchestra,,,['Unity'],['Single player'],['Side view']
228525,"44,278","2,567","46,845",92.77%,main_game,1714953600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",Hades II,90.0,3.0,['Proprietary Engine'],['Single player'],['Bird view / Isometric']
6707,"16,633",846,"17,479",92.77%,main_game,1416873600,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",Tales from the Borderlands,87.82142857142857,12.0,['Telltale Tool'],['Single player'],['Third person']
15734,"15,531",781,"16,312",92.77%,main_game,1451865600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator', 'Adventure', 'Indie']",Pony Island,92.0,3.0,['Unity'],['Single player'],"['Side view', 'Text']"
186311,"2,022",51,"2,073",92.77%,main_game,1640563200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",Lily's Well,,,['RPG Maker MV'],['Single player'],"['First person', 'Bird view / Isometric', 'Side view']"
11413,"1,976",49,"2,025",92.77%,main_game,1101686400,"['PlayStation 2', 'PC (Microsoft Windows)', 'PlayStation Portable', 'Android', 'Legacy Mobile Device', 'iOS', 'Nintendo Switch']","['Adventure', 'Visual Novel']",planetarian ~the reverie of a little planet~,,,['Real Live'],['Single player'],"['First person', 'Text']"
140634,"1,608",34,"1,642",92.77%,main_game,1664496000,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Nintendo Switch']","['Adventure', 'Visual Novel']",Stella of The End,,,['SiglusEngine'],['Single player'],['Text']
1339,"16,211",824,"17,035",92.76%,main_game,1113868800,"['PlayStation 2', 'PC (Microsoft Windows)', 'PlayStation 3', 'Xbox', 'PlayStation 4', 'Xbox 360', 'Xbox One', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Adventure']",Psychonauts,84.83333333333333,7.0,,['Single player'],['Third person']
927,"3,817",134,"3,951",92.76%,main_game,1079395200,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Shooter'],Unreal Tournament 2004,88.0,3.0,['Unreal Engine 2.5'],"['Single player', 'Multiplayer']",['First person']
55090,"14,590",729,"15,319",92.75%,remake,1512604800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Adventure']",Yakuza Kiwami 2,85.81818181818181,12.0,['Dragon Engine'],['Single player'],['Third person']
41496,"6,371",265,"6,636",92.75%,main_game,1415318400,"['PC (Microsoft Windows)', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Real Time Strategy (RTS)', 'Strategy', 'Indie']",Kingdom Rush Origins,70.0,1.0,,['Single player'],
262420,"1,867",45,"1,912",92.75%,main_game,1496793600,"['PC (Microsoft Windows)', 'Linux', 'Nintendo Switch']","['Shooter', 'Indie', 'Arcade']",Star of Providence,90.0,1.0,,['Single player'],['Bird view / Isometric']
222738,"1,471",29,"1,500",92.75%,main_game,1682899200,['PC (Microsoft Windows)'],['Role-playing (RPG)'],Path of Achra,,,['Godot'],['Single player'],['Bird view / Isometric']
55190,"8,841",401,"9,242",92.74%,main_game,1548288000,"['PC (Microsoft Windows)', 'Google Stadia', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",Pikuniku,74.8,6.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
24723,"4,008",144,"4,152",92.74%,main_game,972432000,['PC (Microsoft Windows)'],['Shooter'],Unreal Tournament: Game of the Year Edition,,,['Unreal Engine'],"['Single player', 'Multiplayer']",['First person']
30030,"3,843",136,"3,979",92.74%,main_game,1491350400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Simulator', 'Indie', 'Visual Novel']",Cinderella Phenomenon,,,,['Single player'],['First person']
,,,,,,,,,"私のリアルは充実しすぎている フルボイス版 ",,,,,
146054,"3,138",102,"3,240",92.74%,main_game,1661385600,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie', 'Visual Novel', 'Card & Board Game']",I Was a Teenage Exocolonist,,,,['Single player'],['Text']
16867,"2,965",94,"3,059",92.74%,main_game,1362355200,"['PC (Microsoft Windows)', 'Linux', 'Web browser', 'Mac']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",Epic Battle Fantasy 4,,,['Adobe Flash Player'],['Single player'],"['Bird view / Isometric', 'Side view']"
,,,,,,,,,"时间切片：序章 ",,,,,
283679,"7,379",321,"7,700",92.73%,main_game,1722988800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",Five Nights at Freddy's: Into the Pit,95.0,1.0,,['Single player'],['Side view']
94969,"5,568",224,"5,792",92.73%,remaster,1539043200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Tactical', 'Adventure', 'Indie']",Mark of the Ninja: Remastered,,,,['Single player'],['Side view']
262538,"3,001",96,"3,097",92.73%,main_game,1722470400,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",Thank Goodness You're Here!,90.0,2.0,['Unity'],['Single player'],['Side view']
7323,"120,963","7,722","128,685",92.72%,main_game,1447113600,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation VR', 'PlayStation 4', 'Xbox 360', 'Xbox One', 'Linux', 'Mac']","['Shooter', 'Adventure']",Rise of the Tomb Raider,87.04,27.0,['Foundation Engine'],"['Single player', 'Co-operative']","['First person', 'Third person', 'Virtual Reality']"
