_key,id,positive ratings,negative ratings,total reviews,rating percentage,info/0/id,info/0/category,info/0/cover,info/0/first_release_date,info/0/platforms/0,info/0/platforms/1,info/0/slug,info/0/summary,info/0/url,info/0/aggregated_rating,info/0/aggregated_rating_count,info/0/game_engines/0,info/0/game_modes/0,info/0/game_modes/1,info/0/game_modes/2,info/0/involved_companies/0,info/0/involved_companies/1,info/0/involved_companies/2,info/0/involved_companies/3,info/0/involved_companies/4,info/0/multiplayer_modes/0,info/0/multiplayer_modes/1,info/0/multiplayer_modes/2,info/0/multiplayer_modes/3,info/0/platforms/2,info/0/platforms/3,info/0/platforms/4,info/0/platforms/5,info/0/platforms/6,info/0/platforms/7,info/0/platforms/8,info/0/platforms/9,info/0/player_perspectives/0,info/0/storyline,info/0/game_localizations/0,info/0/game_localizations/1,info/0/game_modes/3,info/0/status,info/0/involved_companies/5,info/0/involved_companies/6,info/0/involved_companies/7,info/0/involved_companies/8,info/0/platforms/10,info/0/platforms/11,info/0/platforms/12,info/0/platforms/13,info/0/platforms/14,info/0/player_perspectives/1,info/0/player_perspectives/2,info/0/remakes/0,info/0/game_engines/1,info/0/game_engines/2,info/0/platforms/15,info/0/remasters/0,info/0/game_engines/3,info/0/remasters/1,info/0/player_perspectives/3
ASTLIBRA ～生きた証～ Revision,172820,"23,376","1,015","24,391",93.65%,172820,8,229238,1665619200,6,130,astlibra-revision,"Astlibra Revision is a side scrolling 2D action RPG. It contains various reinforcement elements, exhilarating combat, rare equipment, battles with huge bosses, beautiful art, and long story. Estimated playtime: 40+ hours",https://www.igdb.com/games/astlibra-revision,,,,1,,,151355,151356,,,,,,,,,,,,,,,,4,"The main character is separated from his childhood friend when his village is attacked by a demon.
When he comes to his senses, he finds himself in a world with talking birds and no humans.
This is a full-length story about the many adventures of a young man who is tossed about by time and fate, but faces them with true courage and kindness.",15844,27379,,,,,,,,,,,,,,,,,,,,,
Bug Fables: The Everlasting Sapling,119190,"4,948",139,"5,087",93.65%,119190,0,315249,1574294400,6,48,bug-fables-the-everlasting-sapling,"Bug Fables: The Everlasting Sapling is an adventure RPG following three heroes, Vi, Kabbu, and Leif, as they embark on an epic quest in Bugaria in search of treasure and immortality. The game combines flat objects with 3D physics as the player jumps and utilizes the heroes’ unique abilities to solve puzzles and stun enemies while exploring a variety of unique, colorful areas. Battles are turn-based and with timed button inputs that can enhance your abilities.",https://www.igdb.com/games/bug-fables-the-everlasting-sapling,90,1,13,1,,,79498,79499,,,,,,,,49,130,,,,,,,2,"Hidden within the foliage of nature lies a small but prosperous continent - Bugaria. Insects from all over the world travel to it in search of the treasure scattered across it. The most sought after of these relics is The Everlasting Sapling! Eating just one of its leaves can grant even immortality! In search of this ancient artifact, a brave team of explorers - Vi, Kabbu, and Leif - will travel across many different environments. In order to do so, they must work together to clear puzzles, defeat strong enemies and help the general bug populace!",11942,20908,,,,,,,,,,,,,,,,,,,,,
My Friend Pedro,25901,"25,834","1,144","26,978",93.64%,25901,0,199781,1560988800,6,48,my-friend-pedro,My Friend Pedro is a violent ballet about friendship and imagination where players strategically bounce bullets off frying pans and jump through windows in slow motion.,https://www.igdb.com/games/my-friend-pedro,73.44444444444444,11,13,1,,,189748,189749,290026,,,9619,,,,49,130,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
TCG Card Shop Simulator,309862,"8,912",311,"9,223",93.64%,309862,0,404661,1726358400,6,,tcg-card-shop-simulator,"Open your own local game store. Stock shelves with the latest booster packs, or crack them and collect the cards for yourself. Set your own prices, hire staff, host events, and expand your card shop.",https://www.igdb.com/games/tcg-card-shop-simulator,,,,1,,,283511,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,
Hidden Folks,26809,"8,776",305,"9,081",93.64%,26809,0,68886,1487116800,3,6,hidden-folks,"Search for hidden folks in hand-drawn, interactive, miniature landscapes. Unfurl tent flaps, cut through bushes, slam doors, and poke some crocodiles!",https://www.igdb.com/games/hidden-folks,80,6,13,1,,,129226,,,,,,,,,14,34,39,130,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Living With Sister: Monochrome Fantasy,292385,"6,536",206,"6,742",93.64%,292385,0,369792,1711152000,6,,living-with-sister-monochrome-fantasy--1,"As a member of your town's Adventurers' Guild, it's your job to protect the townsfolk. Go on hunts, kill dangerous beasts, and hone your abilities to better tackle whatever challenges tomorrow brings.

Once you get home from work, you'll have your sister to attend to. She's a very sickly girl who needs a lot of help. Manage your household finances well, build up your relationship with your sister, and who knows, perhaps you might even be able to solve the mystery behind her illness.",https://www.igdb.com/games/living-with-sister-monochrome-fantasy--1,,,,1,,,258874,258875,,,,,,,,,,,,,,,,4,"Living in a fantasy world, it's always been your dream to grow up to be a famous adventurer just like your father. Reality proves to be more boring than fiction, however, as your days are mostly spent doing odd jobs for the villagers. With your friends by your side, you enter the Tournament of the Eights and strive for something greater: the chance to become the top guild in the country. Will you realize your ambitions, or will your hopes slip through your fingers and doom you to a life of monochrome monotony?",34266,,,,,,,,,,,,,5,,,,,,,,,
Winter Memories,260514,"5,999",183,"6,182",93.64%,260514,0,322535,1704499200,6,,winter-memories--1,"After the unforgettable summer memories you’ve made half a year ago, Yui, Rio, and Miyuki are back. With the change of seasons and the cold falling snow, a new page to your story is about to begin.",https://www.igdb.com/games/winter-memories--1,,,,1,,,225956,225957,,,,,,,,,,,,,,,,3,,33443,,,,,,,,,,,,,,,,,,,,,,
Touhou Hero of Ice Fairy,207662,"4,860",136,"4,996",93.64%,207662,0,263856,1706918400,6,,touhou-hero-of-ice-fairy,"Touhou Hero of Ice Fairy is a indie game developed by GAMEPULSE. You play as the Touhou famous character Cirno, become a hero, and embark on her journey to liberate the Gensoukyo and save her dear princess.",https://www.igdb.com/games/touhou-hero-of-ice-fairy,,,,1,,,200323,,,,,,,,,,,,,,,,,4,"The game centers around Cirno, who serves as the hero and protector of the Princess of the Misty Lake, Daiyousei. When Remilia Scarlet kidnaps the Princess, Cirno heads out to free her from captivity.",31300,,,,,,,,,,,,,,,,,,,,,,
SuchArt!,139456,"4,041",103,"4,144",93.64%,139456,0,253454,1665619200,6,,suchart-genius-artist-simulator,"A unique artist sim game with realistic paint mixing, physics and numerous painting tools. Upgrade and customize your studio, complete tasks, sell and expose art, buy instruments and get famous!",https://www.igdb.com/games/suchart-genius-artist-simulator,,,,1,,,200556,200557,,,,,,,,,,,,,,,,1,"In SuchArt you are a genius artist living in the year 2130. Make the best of the space studio you own. Create art with a large variety of tools, sell your works, get famous and upgrade your studio! Let your imagination run wild and create the art of your dreams!",,,,,,,,,,,,,,,,,,,,,,,
Abiotic Factor,219126,"16,466",673,"17,139",93.62%,219126,0,380198,1714608000,6,,abiotic-factor,"Caught between a ruthless crusade, paranormal containment failure, and chaos from a dozen worlds, the planet's greatest minds must band together to craft, survive and – maybe – escape their doomed facility.",https://www.igdb.com/games/abiotic-factor,,,982,1,2,3,263163,263164,,,,27979,27980,,,,,,,,,,,1,"Home to the world's greatest minds, GATE operates a global network of secretive research laboratories, spanning every field of scientific study - and the realms beyond.

As a GATE employee you extend the bounds of human knowledge, and seek to explain the unexplainable - including anomalies and paranormal entities: from gravity-distorting artifacts to supernatural creatures with an unbridled instinct for violence. Safety, security, and secrecy are of the utmost importance… usually.

After a catastrophic containment breach, your workplace has become a cosmic battle zone: anomalous entities are on the loose, enemies from other dimensions are invading via portals, and an arcane military sect - known as The Order - is targeting personnel and entities indiscriminately, aiming to seize artifacts and put an end to the chaos.

Containment procedures have failed and help isn’t on the way. Stranded miles beneath the surface, it’s up to you and your fellow scientists to band together, plan your escape, and make this underground complex your new home - for now.",,,,4,,,,,,,,,,,,,,,,,,,
Goat Simulator 3,212874,"4,369",117,"4,486",93.62%,212874,0,270108,1668643200,6,167,goat-simulator-3-goat-in-a-box-edition,"Goat Simulator 3 is a brand new third-person sandbox adventure game in which you get to become the literal goat. Just like the first Goat Simulator, you'll need to headbutt, lick and triple-jump your way across the giant island of San Angora - this time with all new areas, challenges, and events to discover.

The Goat in a Box Edition includes:
- Gustom Goat Box.
- Goat Plushy.
- Steelbook.
- Game & Soundtrack Discs.
- Double Sided Poster.
- 3 Postcards.
- Pre-Udder Gear.
- 10 Remastered Skins and Gear from Goat Simulator, MMO Simulator, GoatZ, Waste of - Space and PayDay.
- OG 2014 Pilgor.
- Digital Soundtrack.
- 3D Printing Files (Only For PC).",https://www.igdb.com/games/goat-simulator-3-goat-in-a-box-edition,,,,1,2,3,196615,196616,,,,,,,,169,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
The Room VR: A Dark Matter,123991,"3,469",82,"3,551",93.62%,123991,0,93612,1585180800,162,163,the-room-vr-a-dark-matter,"The British Institute of Archaeology, London, 1908: The disappearance of an esteemed Egyptologist prompts a Police investigation into the unknown. Explore cryptic locations, examine fantastic gadgets and uncover an otherworldly discovery which blurs the line between reality and illusion.

Designed from the ground up for the unique capabilities of virtual reality, players can inhabit the spine-tingling world of The Room and interact with its strange contraptions in this compelling new chapter.",https://www.igdb.com/games/the-room-vr-a-dark-matter,83.33333333333333,3,750,1,,,93722,,,,,,,,,165,384,386,390,,,,,1,"The British Institute of Archaeology, London, 1908: The disappearance of an esteemed Egyptologist prompts a Police investigation into the unknown. Explore cryptic locations, examine fantastic gadgets and uncover an otherworldly discovery which blurs the line between reality and illusion.",,,,,,,,,,,,,,,,,,,,,,,
Frog Detective 3: Corruption at Cowboy County,161552,"1,612",18,"1,630",93.62%,161552,0,312682,1666828800,6,14,frog-detective-3-corruption-at-cowboy-county,"You're a detective, and a frog, and it's time to solve a mystery in the wild west.",https://www.igdb.com/games/frog-detective-3-corruption-at-cowboy-county,83,1,,1,,,155767,155768,155769,155770,,,,,,,,,,,,,,,"In the exciting series finale, The Detective and Lobster Cop are tasked to solve the conundrum of a sheriff-less county. But not all is as it seems here, when a surprisingly simple solution to the case reveals a sinister scheme. Maybe crime is real after all...

Corruption at Cowboy County is the third and final game in the Frog Detective series.

Frog Detective 3: Corruption at Cowboy County is a family-friendly yet witty take on the detective game genre. Solve the mysteries on your own, or play along with friends as you take turns reading out the dialogue. Think you can crack the case?",,,,,,,,,,,,,,,,,,,,,,,
Superflight,75184,"10,643",394,"11,037",93.61%,75184,0,99603,1510099200,6,,superflight,"Superflight is an intense, easy to learn wingsuit game with an infinite number of beautiful procedurally generated maps. A great game to relax for half an hour and chase your latest highscore!",https://www.igdb.com/games/superflight,,,,1,,,70593,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
There is no game: Jam Edition 2015,132522,"6,524",208,"6,732",93.61%,132522,0,125323,1558915200,6,14,there-is-no-game-jam-edition-2015,"A little game that's not a game, winner of an old game jam that nobody's ever heard of.",https://www.igdb.com/games/there-is-no-game-jam-edition-2015,,,,,,,255701,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal: Hellsinger,134560,"13,916",553,"14,469",93.60%,134560,0,258449,1663200000,6,48,metal-hellsinger,"Strike terror into the hearts of demons and devils as you fight your way through eight Hells. Metal: Hellsinger is a rhythm FPS, brimming with diabolical enemies, powerful weapons, and metal music. Set out on an infernal journey in order to achieve the purest of goals: Vengeance.",https://www.igdb.com/games/metal-hellsinger,86.16666666666667,7,,1,,,186343,186344,186345,,,,,,,49,167,169,,,,,,1,"Part human, part demon, and obsessed with vengeance. Become The Unknown, and fight through the fiercest domains of Hell. Destroy the demon hordes and their leaders to set yourself up for an epic showdown with The Red Judge herself.",21146,,,,,,,,,,,,,,,,,,,,,,
missed messages.,118171,"14,338",574,"14,912",93.59%,118171,0,104444,1556668800,3,6,missed-messages,"‘goth gf’s iPhone’ airdrops you - accept or decline?
A romance/horror story about life, death, and memes.
A shift in perspective can change everything.",https://www.igdb.com/games/missed-messages,,,13,1,,,98813,98814,,,,,,,,14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Downwell,13677,"7,710",262,"7,972",93.59%,13677,0,103838,1444780800,6,34,downwell,Downwell is a curious game about a young man with guns for boots venturing down a well in search of untold treasures. Make your way further and further down into a darkness filled with nasty creatures and mysterious secrets and collect the spectacular red gems scattered about the rocks. Step into an oddly placed shop to buy some helpful items or level up between caverns to battle well dwelling monsters and uncover hidden caves filled with riches and relics. No two trips down the well are ever the same!,https://www.igdb.com/games/downwell,77.5,9,79,1,,,73488,116788,124614,,,,,,,39,46,48,130,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Lethal League Blaze,59858,"6,025",188,"6,213",93.59%,59858,0,131778,1540339200,3,6,lethal-league-blaze,"Banging beats and mad style, Lethal League Blaze is the most intense ball game you can play online with up to 4 players.",https://www.igdb.com/games/lethal-league-blaze,90,1,,1,2,3,129826,,,,,,,,,14,48,49,130,,,,,4,,8673,,,,,,,,,,,,,,,,,,,,,,
No Case Should Remain Unsolved,275392,"4,556",126,"4,682",93.59%,275392,0,385405,1705536000,6,14,no-case-should-remain-unsolved,"Twelve years after Senior Inspector Jeon Gyeong's retirement, she is visited by a young police officer: a woman who pleads with her to reexamine Seowon's case. But with each uncovered memory, only one thing becomes clear: everyone in Seowon's vicinity was lying.",https://www.igdb.com/games/no-case-should-remain-unsolved,,,13,1,,,267994,,,,,,,,,130,,,,,,,,5,"February 5, 2012. A little girl named Seowon is reported missing from a playground. Police launch an investigation and question witnesses and suspects, but Seowon's case is never solved.
Twelve years after Senior Inspector Jeon Gyeong's retirement, she is visited by a young police officer: a woman who pleads with her to reexamine Seowon's case.
But with each uncovered memory, only one thing becomes clear: everyone in Seowon's vicinity was lying.",32413,32414,,,,,,,,,,,,,,,,,,,,,
Human Fall Flat,16992,"193,738","10,823","204,561",93.58%,16992,0,345917,1469145600,3,6,human-fall-flat,"Human: Fall Flat is an open-ended physics based puzzle game in which you take control of builder Bob helping him resolve the mysteries behind his recurring dreams of falling. Your goal is to escape those dreams full of puzzles, dangers and surprises using everything you find in the levels. The world of Bob dreams is built on his daily experiences, hopes, fears and memories interweaved in a net so sticky and hard to escape. All this mess is actually a carefully crafted work of… wait! You are the one to find it out! Bob is a human. Just a human. No hero. Zero superpowers. Period.",https://www.igdb.com/games/human-fall-flat,72.76923076923077,14,13,1,2,3,189752,189753,,,,20949,,,,14,34,39,48,49,130,167,169,2,,5398,19686,4,,,,,,170,,,,,,,,,,,,,,
The Jackbox Party Pack 3,19082,"5,810",179,"5,989",93.58%,19082,0,232511,1476748800,3,6,the-jackbox-party-pack-3,"The threequel to the party game phenomenon features the deadly quiz show Trivia Murder Party, the say-anything sequel Quiplash 2, the surprising survey game Guesspionage, the t-shirt slugfest Tee K.O., and the sneaky trickster game Fakin' It.",https://www.igdb.com/games/the-jackbox-party-pack-3,77.5,6,,1,2,3,121953,,,,,,,,,14,34,39,48,49,130,132,,5,,,,,,,,,,,,,,,,,,,,,,,,
Mad Father,197833,"4,980",144,"5,124",93.58%,197833,8,307388,1604534400,6,130,mad-father--1,"Witness the tale of a most foolish family. A remake of the classic horror exploration game makes its way to Steam. This version includes revamped in-game graphics, new scenes, and a 'Blood Mode' that changes events for a second playthrough.",https://www.igdb.com/games/mad-father--1,,,305,1,,,167769,204167,,,,,,,,,,,,,,,,3,"In this horror adventure game, play as 11-year-old girl Aya Drevis and uncover the secrets of a bizarre incident that befalls the Drevis residence, where maniacal experiments are conducted night after night.
To arrive at the truth, you'll need to make use of chainsaws, knives, hammers, even bottles of eyeballs to explore every inch of the terrifyingly mad mansion. This is a remade version of the original Mad Father. In addition to updates such as a total revamping of the in-game graphics, this remake adds brand new scenes and Blood Mode: a new second playthrough which alters the story.",16955,,,,,,,,,,,,,,,,,,,,,,
Downfall - A Slay the Spire Fan Expansion,198469,"3,507",85,"3,592",93.58%,198469,5,218926,1648166400,6,,downfall-a-slay-the-spire-fan-expansion,"A FREE complete expansion for Slay the Spire, made by the modding community. Features one brand new normal character, plus a new game mode with SEVEN fully complete new characters starring in a twisted campaign, and so much more.",https://www.igdb.com/games/downfall-a-slay-the-spire-fan-expansion,,,,,,,169058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echo Point Nova,243932,"1,486",15,"1,501",93.58%,243932,0,310347,1727136000,6,,echo-point-nova,Satisfying first person combat meets classic adventure game. Featuring singleplayer and online co-op. By the creators of Severed Steel.,https://www.igdb.com/games/echo-point-nova,,,,1,2,3,209865,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Age of Empires II: Definitive Edition,55056,"142,088","7,775","149,863",93.57%,55056,9,76540,1573689600,6,49,age-of-empires-ii-definitive-edition,"Age of Empires II: Definitive Edition celebrates the 20th anniversary of one of the most popular strategy games ever with stunning 4K Ultra HD graphics, a new and fully remastered soundtrack, and brand-new content, “The Last Khans” with 3 new campaigns and 4 new civilizations.",https://www.igdb.com/games/age-of-empires-ii-definitive-edition,77.66666666666667,4,207,1,2,3,87278,87279,87280,87281,,9919,,,,169,,,,,,,,3,"Campaigns
Tamerlane (Tatars): In the 14th century, while lesser men tear apart the decaying remains of the Mongol Empire, Tamerlane sees entropy as opportunity. A brilliant, charismatic tactician bred on the rugged steppes of Transoxiana, can he restore the splendor of the fractured state—even if he must slaughter half of its inhabitants in the process?

Ivaylo (Bulgarians): During the Mongol invasions, a pig farmer leads a militia defending the Bulgarian villages. But when his victories attract the attention of the Tsar and his nobles, he is forced to lead a mass uprising. Can a man of such humble origins defy the established order and give his people freedom?

Kotyan Khan (Cumans): For centuries, the Cumans throve on the vast plains of Eurasia. Now, a new threat comes from the East – Mongols, ruthless beyond imagination and seemingly invincible. Kotyan, the khan of a small clan, must unite the Cumans to resist the invaders. Will he save his people, even if it means abandoning their ancestral lands and ancient ways?

Pachacuti (Incas): Countless tribes vie for supremacy in the steep mountain valleys and dense jungles of South America. But which will prevail and earn the favor of the gods? As treachery and discord gnaw at the young empire of the Inca, the destiny of an entire people lies in the hands of a single man

The Art of War (Challenge Scenarios): Uncover the strategic wisdom of Sun Tzu and practice your Age of Empires II skills in a series of short challenges. In each challenge, you will strive to earn a medal and prove your worth to your friends and enemies.",8349,20273,,,,,,,,,,,,,,,,,,,,,
OPUS: Echo of Starsong - Full Bloom Edition,200915,"8,039",279,"8,318",93.56%,200915,0,236280,1652227200,6,49,opus-echo-of-starsong-full-bloom-edition,"Opus: Echo of Starsong - Full Bloom Edition is the definitive edition of the visual novel style adventure game, now with all new voice acting.

Asteroids emitting a sound known as ""Starsongs"" have become the center of conflict for the immense power they hold. Determined to claim asteroids of his own, a young man ventures out with a girl who can imitate starsongs, lending her voice to unravel an ancient myth deep in the heart of space.",https://www.igdb.com/games/opus-echo-of-starsong-full-bloom-edition,,,,1,,,182225,,,,,,,,,130,,,,,,,,,"""I will claim the starsongs, and bring honor to the clan.""
Exiled by his people, Jun ventures out in search of starsongs to redeem himself. But progress is slow, until he saves Eda, a witch who can pick up on the sound of asteroids. However, what appears to be a blessed encounter, will end up becoming a lifelong burden...",17152,,,,,,,,,,,,,,,,,,,,,,
Glass Masquerade,25871,"6,188",197,"6,385",93.56%,25871,0,71238,1479427200,6,14,glass-masquerade,Welcome to Glass Masquerade - an artistic puzzle game inspired by Art Deco & stained glass artisans of the 20th century. You need to combine hidden glass pieces to unveil clocks and themes exhibited by various cultures of the world at the 'International Times Exhibition' - an interactive electronic show.,https://www.igdb.com/games/glass-masquerade,70,2,,1,,,197446,197447,197448,,,,,,,48,49,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valheim,104967,"441,306","26,099","467,405",93.54%,104967,0,136297,1663286400,3,6,valheim,"Valheim is a brutal exploration and survival game for 1-10 players set in a procedurally-generated world inspired by Norse mythology. Craft powerful weapons, construct longhouses, and slay mighty foes to prove yourself to Odin!",https://www.igdb.com/games/valheim,90,2,13,1,2,3,137322,137323,,,,13940,,,,14,49,169,,,,,,2,"Explore a world shrouded in mystery. Discover distinct environments with unique enemies to battle, resources to gather and secrets to uncover! Be a viking, sail the open seas in search of lands unknown, and fight bloodthirsty monsters. Raise viking longhouses and build bases that offer reprieve from the dangers ahead. Customise buildings, both inside and out, with a detailed building system. Progress through building tiers to upgrade, expand and defend your base. Struggle to survive as you gather materials and craft weapons, armor, tools, ships, and defenses. Decorate your hearths and sharpen your blades, grow crops and vegetables, prepare food, brew meads and potions, and progress as you defeat more difficult bosses and discover new recipes and blueprints.",25578,,,4,,,,,,,,,,,,,,,,,,,
Carto,101448,"7,613",262,"7,875",93.54%,101448,0,119774,1603756800,6,14,carto,Carto is a tile placement adventure game where you explore the lands you placed and discover the secrets while exploring. What will happen to the world and the characters when you rearrange the tiles of the map?,https://www.igdb.com/games/carto,82.5,2,,1,,,123212,130429,130430,290037,,,,,,48,49,130,,,,,,2,"Separated from her Granny during a storm, young Carto must use her innate cartography powers to map and manipulate the world around her on her quest to be reunited. As she discovers new “pieces” of the game map, players can rearrange them to shape the levels themselves - unlocking new paths, puzzles, and story moments.",,,,,,,,,,,,,,,,,,,,,,,
HROT,135478,"5,013",148,"5,161",93.54%,135478,0,125239,1684195200,6,,hrot,Hrot is a single-player retro FPS set in a small socialist country neighboring Soviet Union (Czechoslovakia) after an unspecified disaster in 1986. Those times were dark and terrifying and so is the game.,https://www.igdb.com/games/hrot,87,1,,1,,,102930,,,,,13090,,,,,,,,,,,,1,"You start in a civil defense shelter deep under a Prague Metro station. As a proud holder of the military readiness badge you know what your duty is: put on a non-functioning gas mask, load the vz. 52 pistol and protect the peace and your socialist homeland from the strange intruders.",,,,,,,,,,,,,,,,,,,,,,,
I Am Your Beast,305180,"1,097",5,"1,102",93.53%,305180,0,388463,1725926400,6,39,i-am-your-beast,I Am Your Beast is a shortform covert revenge thriller FPS about getting hunted across the North American wilderness by the military-industrial complex--and turning the tables.,https://www.igdb.com/games/i-am-your-beast,90,1,,1,,,273737,281723,,,,,,,,,,,,,,,,1,"You are secret agent Alphonse Harding. Retired for six years, you've been asked to complete ‘one last job’, one too many times. Declining your latest mission sets in motion a furious guerilla war between you and the Covert Operations Initiative (COI) that litters the forest with bodies and bullet casings.",,,,,,,,,,,,,,,,,,,,,,,
Game Dev Tycoon,2599,"40,451","1,969","42,420",93.52%,2599,0,18135,1355097600,3,6,game-dev-tycoon,In Game Dev Tycoon you replay the history of the gaming industry by starting your own video game development company in the 80s. Create best selling games. Research new technologies and invent new game types. Become the leader of the market and gain worldwide fans.,https://www.igdb.com/games/game-dev-tycoon,80,2,,1,,,135227,193640,262221,,,,,,,14,34,39,130,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"Warhammer 40,000: Dawn of War - Dark Crusade",467,"8,122",287,"8,409",93.52%,467,2,167710,1160352000,6,,warhammer-40-000-dawn-of-war-dark-crusade,"Deep under the central desert of Kronus, a vast honeycomb of skull-lined tunnels and funeral chambers house the awakening Necron menace. Eons ago, these were the boulevards and squares of a great necropolis built to house the bones of the races who had fallen to the Necrons, and ultimately were where the Necrons themselves retire to spend eternity. Over millions of years, sand and rock had covered it all until ill-fated excavations awoke the deathless.
Play any of seven races, striving for control over Kronus. Take other races' strongholds by winning challenging battles on various maps individually associated with the respective strongholds.

New Races
Take command of two new playable races: Tau and Necron to unleash massive carnage across the frontlines of battle.

Expanded multiplayer
Dominate opponents online across 12 new multiplayer maps - with up to 8 players battling it out for supremacy.

Deep single player campaign
Conquer the planet of Kronus any way you choose - leading any one of seven races on an epic crusade through an all-new, non-linear single player campaign where you can experience unique storylines from each race's perspective.

Customization
Customize your hero's weapons, items and abilities as he grows in power and influence. Personalize your army with a variety of insignias, squad colors, banners and names.",https://www.igdb.com/games/warhammer-40-000-dawn-of-war-dark-crusade,84,4,,1,2,,449,450,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
TY the Tasmanian Tiger,158950,"2,481",49,"2,530",93.52%,158950,3,185682,1634256000,130,,ty-the-tasmanian-tiger-hd-plus-ty-the-tasmanian-tiger-2-bush-rescue-hd-bundle,"Explore 17 levels of the Australian Outback in their old-school 3D platforming glory
13 different boomerangs including the Frostyrang, Flamerang and powerful Doomerang.",https://www.igdb.com/games/ty-the-tasmanian-tiger-hd-plus-ty-the-tasmanian-tiger-2-bush-rescue-hd-bundle,,,,1,,,142908,,,,,,,,,,,,,,,,,2,"Ty the Tasmanian Tiger HD
G'day, mate! Things can be a bit confusing at times, so let me remind you what's going on... You are TY, the last of the Tasmanian Tigers. Raised by a family of Bilbies, you can only vaguely recall your real parents. You've always thought that all the other Tassie Tigers died a long time ago.

But then the Bunyip Elder found you and told you that your family is alive, but trapped in the Dreaming. Now hold your horses... don't get upset... you see they're not stuck there forever if you're up for a bit of an adventure!

You see, deep in the Outback, there's this kind of glowy portal thing that is a doorway to the Dreaming. And around that portal, there are some carvings in the rock, where five ancient mystical Talismans used to lay. Now, all you have to do is find the five Talismans, put them in the carvings, and the portal to the Dreaming will open!

Now, before you go off like a frog in a sock, there's just this one SMALL problem. You see there's this evil cassowary - Boss Cass - who's also after the Talismans. Yes. THAT Boss Cass. The one that trapped your family in the Dreaming in the first place, and told the school board to remove all the meat pies from the tuck shops. And if you didn't think that made him enough of a megalomaniac, he's ALSO trapped a whole bunch of your Bilby mates in cages all across the outback... something about overdue library books... Anyways, if you want to open the portal, you'll have to beat him and his henchmen to the Talismans!

Don't worry though, you won't be alone! You'll have a bunch of friends to help you along the way, including me - your old mate, Maurie. Now let's get down to brass tacks, find those Talismans, and rescue your family!

TY the Tasmanian Tiger 2: Bush Rescue HD

More ranks, more vehicles, more mechs, more EVERYTHING... in an open world Aussie Adventure. There might even be a few surprises!

TY puts the BOOM in BOOMERANG! TY the Tasmanian Tiger™ 2: Bush Rescue™ is the sequel to Krome Studios' charming Australian-themed videogame. This classic platformer, updated for Nintendo Switch™, features more rangs, more vehicles, more bots, and more EVERYTHING... in an open-world Aussie Adventure.

Throw boomerangs, bite, smash and glide your way around the Australian Outback and stop the evil plans of the wicked Boss Cass and help the good folk of the little country town of BURRAMUDGEE.

This sequel to the popular TY the Tasmanian Tiger is a game on a grander scale. In addition to classic platforming elements, you'll fight Aussie bush fires from a helicopter, drive around Southern Rivers while hanging on to the back of a four-wheel drive and use the bots to defeat enemies and solve puzzles - all while trying to find a variety of different collectibles. And now, only on the HD remaster, you can customize TY's looks, and best of all there are two brand NEW never before seen boomerangs.",,,,,,,,,,,,,,,,,,,,,,,
Walkabout Mini Golf,142095,"2,826",62,"2,888",93.51%,142095,0,302466,1600905600,162,163,walkabout-mini-golf,"Putt your way through beautifully designed courses, collect lost balls, challenge your friends and unlock bonus levels. Extremely realistic physics create the perfect experience for hardcore golfers and casual players alike.",https://www.igdb.com/games/walkabout-mini-golf,,,13,1,2,,154201,,,,,23241,,,,384,386,390,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate Custom Night,265919,"54,057","2,743","56,800",93.50%,265919,11,329205,1588032000,6,34,ultimate-custom-night--1,"Welcome to the ultimate FNAF mashup, where you will once again be trapped alone in an office fending off killer animatronics! Featuring 50 selectable animatronic characters spanning seven Five Nights at Freddy's games, the options for customization are nearly endless. Mix and match any assortment of characters that you like, set their difficulty from 0-20, then jump right into the action! From your office desk, you will need to manage two side doors, two vents, as well as two air hoses, all of which lead directly into your office.

This time you will have to master other tools as well if you want to complete the ultimate challenges, tools such as the heater, A/C, a global music box, a power generator, and more. As if all of that weren't enough, you'll also need to set up laser traps in the vents, collect Faz-Coins, purchase items from the prize counter, and as always, keep a close eye on not one, but two, Pirate Cove curtains!",https://www.igdb.com/games/ultimate-custom-night--1,,,156,1,,,230638,230850,,,,,,,,39,48,49,130,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
